date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:45	62272/62272	---M--	200	added ('OK')	font/woff2	etag:%22f340-5f2ebcc608d7e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Black.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Black.woff2	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:46	162650/162650	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2227b5a-5f2ebcc609d1e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.eot	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.eot	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:46	162650/162650	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2227b5a-5f2ebcc609d1e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.eot?	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Boldd41d.eot	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:46	755858/755858	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b8892-5f2ebcc60acbe%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.svg	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:46	169964/169964	---MCZ	200	added ('OK')	font/ttf	etag:W/%22297ec-5f2ebcc60bc5e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.ttf	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.ttf	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:47	89236/89236	---M--	200	added ('OK')	font/woff	etag:%2215c94-5f2ebcc60bc5e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.woff	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.woff	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:47	61556/61556	---M--	200	added ('OK')	font/woff2	etag:%22f074-5f2ebcc60bc5e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Roboto-Bold.woff2	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:47	71314/71314	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211692-5f2ebcc605e9e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.eot	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.eot	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:47	71314/71314	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211692-5f2ebcc605e9e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.eot?	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regulard41d.eot	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:47	232236/232236	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2238b2c-5f2ebcc606e3e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.svg	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:48	71036/71036	---MCZ	200	added ('OK')	font/ttf	etag:W/%221157c-5f2ebcc606e3e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.ttf	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.ttf	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:48	35220/35220	---M--	200	added ('OK')	font/woff	etag:%228994-5f2ebcc606e3e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.woff	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.woff	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:48	22736/22736	---M--	200	added ('OK')	font/woff2	etag:%2258d0-5f2ebcc606e3e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/Akrobat-Regular.woff2	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:48	72984/72984	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2211d18-5f2ebcc60fade%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/icons.eot?mnd66p	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/icons8016.eot	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:48	72828/72828	---MCZ	200	added ('OK')	font/ttf	etag:W/%2211c7c-5f2ebcc610a7e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/icons.ttf?mnd66p	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/icons8016.ttf	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:49	72904/72904	---M--	200	added ('OK')	font/woff	etag:%2211cc8-5f2ebcc610a7e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/icons.woff?mnd66p	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/icons8016.woff	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:49	336115/336115	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22520f3-5f2ebcc610a7e%22	https://adrofx.com/themes/custom/adrofx_theme/fonts/icons.svg?mnd66p	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/fonts/icons8016.svg	(from https://adrofx.com/themes/custom/adrofx_theme/css_local/fonts.css)
12:15:49	1275/1275	---M--	200	added ('OK')	image/gif	etag:%224fb-5f2893b20cd00%22	https://adrofx.com/core/misc/throbber-active.gif	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/throbber-active.gif	(from https://adrofx.com/sites/default/files/css/css_hx9xkJ5VqN7lkqEi8ZXDsngv_YsEAGTXTOVn5suGOB4.css)
12:15:49	2112/2112	---M--	200	added ('OK')	image/gif	etag:%22840-5f2893b20cd00%22	https://adrofx.com/core/misc/loading-small.gif	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/loading-small.gif	(from https://adrofx.com/sites/default/files/css/css_hx9xkJ5VqN7lkqEi8ZXDsngv_YsEAGTXTOVn5suGOB4.css)
12:15:50	356/356	---M--	200	added ('OK')	image/png	etag:%22164-5f2893b20cd00%22	https://adrofx.com/core/misc/throbber-inactive.png	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/throbber-inactive.png	(from https://adrofx.com/sites/default/files/css/css_hx9xkJ5VqN7lkqEi8ZXDsngv_YsEAGTXTOVn5suGOB4.css)
12:15:50	679/679	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222a7-5f2893b20cd00%22	https://adrofx.com/core/misc/icons/e32700/error.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/icons/e32700/error.svg	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:50	412/412	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2219c-5f2893b20cd00%22	https://adrofx.com/core/misc/icons/e29700/warning.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/icons/e29700/warning.svg	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:50	334/334	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2214e-5f2893b20cd00%22	https://adrofx.com/core/misc/icons/73b355/check.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/icons/73b355/check.svg	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:51	581/581	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22245-5f2893b20cd00%22	https://adrofx.com/core/misc/icons/787878/move.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/icons/787878/move.svg	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:51	220/220	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dc-5f2893b20cd00%22	https://adrofx.com/core/misc/icons/787878/twistie-down.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/icons/787878/twistie-down.svg	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:51	217/217	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d9-5f2893b20cd00%22	https://adrofx.com/core/misc/icons/787878/twistie-up.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/icons/787878/twistie-up.svg	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:51	130/130	---M--	200	added ('OK')	image/png	etag:%2282-5f2893b20cd00%22	https://adrofx.com/core/misc/tree.png	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/tree.png	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:51	129/129	---M--	200	added ('OK')	image/png	etag:%2281-5f2893b20cd00%22	https://adrofx.com/core/misc/tree-bottom.png	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/core/misc/tree-bottom.png	(from https://adrofx.com/sites/default/files/css/css_TfPF2BNFTHNupNbvl2_y0D5qxITedUGb_DRpodMu7-Q.css)
12:15:52	225/225	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/css/owl.video.play.png	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/css/owl.video.play.png	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:52	50237/50237	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/images/check.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/images/check.svg	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:53	50269/50269	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:12%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.eot	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:53	50269/50269	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:53:20%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.eot?	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regulard41d.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:54	50269/50269	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:09%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.svg	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:54	50269/50269	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.ttf	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.ttf	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:54	50273/50273	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.woff	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.woff	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:55	50277/50277	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Regular.woff2	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:55	50265/50265	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:09%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.eot	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:56	50265/50265	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:53:23%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.eot?	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italicd41d.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:56	50265/50265	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:12%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.svg	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:56	50265/50265	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.ttf	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.ttf	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:57	50269/50269	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.woff	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.woff	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:57	50273/50273	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:13%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Italic.woff2	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:57	50261/50261	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:12%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.eot	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:58	50261/50261	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:53:25%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.eot?	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Blackd41d.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:58	50261/50261	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.svg	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:59	50261/50261	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.ttf	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.ttf	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:59	50265/50265	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:14%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.woff	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.woff	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:15:59	50269/50269	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:11%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Black.woff2	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:00	50257/50257	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.eot	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:00	50257/50257	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:53:28%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.eot?	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Boldd41d.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:00	50257/50257	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.svg	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:01	50257/50257	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.ttf	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.ttf	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:01	50261/50261	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:11%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.woff	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.woff	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:02	50265/50265	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:09%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Roboto-Bold.woff2	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:02	50273/50273	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:14%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.eot	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:02	50273/50273	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:53:30%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.eot?	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regulard41d.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:02	50273/50273	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.svg	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.svg	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:03	50273/50273	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.ttf	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.ttf	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:03	50277/50277	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:15%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.woff	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.woff	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:04	50281/50281	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:10%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.woff2	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/Akrobat-Regular.woff2	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:04	50498/50498	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Feb%202023%2009:50:13%20GMT	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/icons.eot?mnd66p	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/icons8016.eot	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
12:16:04	72828/72828	---MCZ	200	added ('OK')	font/ttf	etag:W/%2211c7c-5f2ebcc6000de%22	https://adrofx.com/themes/custom/adrofx_theme/assets/fonts/icons.ttf?mnd66p	C:/My%20Web%20Sites/adrofx%20social-investing/adrofx.com/themes/custom/adrofx_theme/assets/fonts/icons8016.ttf	(from https://adrofx.com/sites/default/files/css/css_xwhHBbLqsJSh2Sn-gMQ9RdGLCyIAPgXIoZi7FQ4jhc0.css)
